page,previous_clicks,current_clicks,delta,previous_impressions,current_impressions,previous_position,current_position
https://haldefiyat.com/firmalar/mardin,4,6,2,118,143,6.245762711864407,7.076923076923077
https://haldefiyat.com/fiyat/eskisehir/patates,0,2,2,0,61,,6.573770491803279
https://haldefiyat.com/urun/mango,4,6,2,132,148,7.1893939393939394,8.175675675675675
https://haldefiyat.com/firmalar?view=list&page=8,0,2,2,18,31,7.666666666666667,9.161290322580646
https://haldefiyat.com/fiyat/istanbul/incir-beyaz,0,2,2,0,49,,4.4897959183673475
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&page=2,0,2,2,17,25,7.176470588235294,8.280000000000001
https://haldefiyat.com/fiyat/bursa/salatalik,0,3,3,0,18,,10.166666666666666
https://haldefiyat.com/fiyat/trabzon/domates-salcalik,0,3,3,0,26,,6.6923076923076925
https://haldefiyat.com/fiyat/eskisehir/domates,0,3,3,0,80,,7.1875
https://haldefiyat.com/urun/patates-taze,3,6,3,349,235,10.684813753581661,11.306382978723404
https://haldefiyat.com/fiyat/bursa/seftali,0,3,3,0,55,,8.236363636363636
https://haldefiyat.com/urun/kekik-yas-taze,0,3,3,142,166,7.690140845070423,7.602409638554217
https://haldefiyat.com/fiyat/konya/elma,0,3,3,0,57,,6.4035087719298245
https://haldefiyat.com/urun/ampul-kabak,0,3,3,23,27,5.869565217391305,5.37037037037037
https://haldefiyat.com/fiyat/gaziantep/erik,0,3,3,0,17,,6.235294117647059
https://haldefiyat.com/urun/brokoli,8,11,3,274,334,5.08029197080292,5.230538922155689
https://haldefiyat.com/urun/kayisi,19,22,3,853,859,7.178194607268464,7.833527357392317
https://haldefiyat.com/firmalar/erzincan,7,10,3,148,176,6.364864864864865,5.579545454545454
https://haldefiyat.com/urun/borulce,6,9,3,258,179,7.1395348837209305,6.396648044692737
https://haldefiyat.com/fiyat/manisa/uzum,0,3,3,0,74,,7.1891891891891895
https://haldefiyat.com/urun/havuc-siyah,2,5,3,40,26,5.7,8.076923076923077
https://haldefiyat.com/fiyat/kocaeli/elma,0,3,3,1,104,4,10.365384615384615
https://haldefiyat.com/fiyat/istanbul/fasulye,0,3,3,0,95,,5.578947368421052
https://haldefiyat.com/urun/portakal-washington,0,3,3,73,112,6.232876712328767,8.276785714285715
https://haldefiyat.com/fiyat/istanbul/patlican,0,3,3,0,75,,4.96
https://haldefiyat.com/fiyat/bursa/incir-beyaz,0,3,3,0,44,,4.522727272727273
https://haldefiyat.com/urun/ayva,14,17,3,211,269,4.862559241706161,4.776951672862454
https://haldefiyat.com/urun/portakal-valencia,0,4,4,54,63,10.055555555555555,5.857142857142857
https://haldefiyat.com/analiz/pamuk-sezonu-2026-acilis-fiyati-2025-karsilastirmasi,0,4,4,0,40,,6.25
https://haldefiyat.com/fiyat/bursa/domates,0,4,4,0,267,,7.033707865168539
https://haldefiyat.com/urun/pancar,1,5,4,158,353,7.7025316455696204,6.555240793201133
https://haldefiyat.com/urun/pirasa,2,6,4,97,114,6.329896907216495,6.149122807017544
https://haldefiyat.com/fiyat/eskisehir/karpuz,0,4,4,0,24,,8.666666666666668
https://haldefiyat.com/fiyat/ankara/sogan-kuru,0,4,4,0,172,,9.279069767441861
https://haldefiyat.com/firmalar/adiyaman,11,15,4,238,273,6.61344537815126,6.52014652014652
https://haldefiyat.com/fiyat/yalova/domates,0,4,4,0,47,,5.787234042553192
https://haldefiyat.com/analiz/tursuluk-sezonu-2026-tursu-sepeti-hal-fiyatlari,2,6,4,128,181,6.171875,5.50828729281768
https://haldefiyat.com/urun/bakla,1,6,5,129,181,6.868217054263566,5.917127071823204
https://haldefiyat.com/fiyat/istanbul/domates,0,5,5,0,217,,6.142857142857143
https://haldefiyat.com/urun/uzum-beyaz,0,5,5,183,137,6.85792349726776,6.554744525547445
https://haldefiyat.com/firmalar/duzce,1,6,5,80,66,8.3625,7.136363636363637
https://haldefiyat.com/urun/acur,11,16,5,230,228,5.304347826086956,5.219298245614035
https://haldefiyat.com/hal/trabzon-hal,25,30,5,754,560,5.326259946949602,5.017857142857143
https://haldefiyat.com/firmalar/manisa,5,10,5,309,277,8.37864077669903,8.339350180505416
https://haldefiyat.com/piyasa/adana-mandalina,0,5,5,0,795,,5.879245283018868
https://haldefiyat.com/firmalar/samsun,19,24,5,630,484,7.741269841269841,7.555785123966942
https://haldefiyat.com/fiyat/konya/patates,0,5,5,0,79,,6.177215189873418
https://haldefiyat.com/urun/muz-yerli,26,32,6,1176,922,6.100340136054422,6.25704989154013
https://haldefiyat.com/hal/kocaeli-hal-merkez,33,39,6,1514,1188,5.755614266842801,5.288720538720539
https://haldefiyat.com/hal/kayseri-hal,59,65,6,2923,2553,6.18645227505987,5.879357618488053
https://haldefiyat.com/urun/barbunya,41,47,6,832,982,6.298076923076923,6.027494908350305
https://haldefiyat.com/urun/portakal-finike,5,11,6,312,300,6.166666666666667,6.703333333333333
https://haldefiyat.com/urun/avokado,16,22,6,465,529,5.2924731182795695,4.992438563327032
https://haldefiyat.com/urun/kabak,13,19,6,639,622,5.723004694835681,5.737942122186495
https://haldefiyat.com/hal/balikesir-hal,15,22,7,501,412,5.431137724550898,5.344660194174757
https://haldefiyat.com/urun/kuzu-karkas-et,0,7,7,110,203,8.89090909090909,10.48768472906404
https://haldefiyat.com/fiyat/kocaeli/domates-salcalik,0,7,7,0,92,,5.065217391304348
https://haldefiyat.com/fiyat/kayseri/domates-salcalik,0,7,7,0,405,,7.311111111111111
https://haldefiyat.com/urun/ispanak,4,11,7,241,377,5.066390041493776,5.336870026525199
https://haldefiyat.com/firmalar/istanbul,45,52,7,1401,1179,8.648108493932906,8.413910093299407
https://haldefiyat.com/urun/domates-ayas,0,7,7,0,143,,5.811188811188811
https://haldefiyat.com/urun/erik,63,71,8,1889,1760,5.247750132345156,5.234659090909091
https://haldefiyat.com/hal/denizli-hal,30,38,8,1194,978,5.21356783919598,5.523517382413088
https://haldefiyat.com/fiyat/adana/limon,0,8,8,0,557,,7.089766606822262
https://haldefiyat.com/firmalar/hatay,19,28,9,848,880,7.971698113207547,7.704545454545454
https://haldefiyat.com/firmalar/amasya,7,17,10,221,277,7.226244343891403,7.274368231046932
https://haldefiyat.com/firmalar/sanliurfa,30,41,11,825,929,7.699393939393939,7.705059203444564
https://haldefiyat.com/urun/kizilcik,43,54,11,1149,762,5.231505657093124,5.110236220472441
https://haldefiyat.com/urun/portakal,5,17,12,460,586,6.4369565217391305,6.2542662116040955
https://haldefiyat.com/urun/bal-kabagi,56,69,13,1015,1198,4.610837438423646,4.390651085141903
https://haldefiyat.com/urun/limon-yatak,15,29,14,260,255,5.8076923076923075,5.850980392156862
https://haldefiyat.com/urun/misir,8,22,14,1136,1928,9.310739436619718,9.639522821576763
https://haldefiyat.com/hal/gaziantep-hal,91,106,15,1854,2177,5.706040992448759,5.191088654111162
https://haldefiyat.com/fiyat/bursa/domates-salcalik,0,17,17,0,415,,6.144578313253012
https://haldefiyat.com/urun/fasulye,45,64,19,2835,2341,6.097354497354497,5.960273387441265
https://haldefiyat.com/urun/nar,65,85,20,2303,2360,4.940946591402518,5.591525423728814
https://haldefiyat.com/analiz/nar-fiyatlari-2026-sezon-acilisi-analizi,20,40,20,1070,1327,7.537383177570093,6.859080633006783
https://haldefiyat.com/analiz/limon-fiyatlari-2026-mersin-erdemli-piyasa-analizi,38,60,22,3180,3308,7.074842767295597,6.466142684401451
https://haldefiyat.com/urun/kivi,17,40,23,544,598,5.025735294117647,4.7157190635451505
https://haldefiyat.com/hal/konya-hal,105,134,29,2516,2064,4.533386327503974,4.179263565891473
https://haldefiyat.com/piyasa/adana-mayer-limon,0,34,34,0,1579,,6.549081697276757
https://haldefiyat.com/urun/incir,11,49,38,602,1562,7.48172757475083,6.758002560819462
https://haldefiyat.com/hal/ankara-hal,281,400,119,7557,6894,5.579859732698161,5.078909196402669
