domain,query,sample_competitor_position,sample_our_position,ahead_in_sample,competitor_url,our_gsc_position,our_gsc_impressions,target_path,action
harmanapps.com,gaziantep hal fiyatları,2,4,True,https://harmanapps.com/hal-borsa-fiyatlari/gaziantep,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,ankara hal fiyatları bugün,2,3,True,https://harmanapps.com/hal-borsa-fiyatlari/ankara,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,bayrampaşa meyve sebze hali fiyat listesi,10,,True,https://harmanapps.com/hal-borsa-fiyatlari,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
harmanapps.com,erdemli limon fiyatları,4,2,False,https://harmanapps.com/limon-fiyati,5.71,985,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
harmanapps.com,istanbul hal fiyatları bugün,2,9,True,https://harmanapps.com/hal-borsa-fiyatlari/istanbul,4.19,1052,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
harmanapps.com,kocaeli hal fiyatları,6,,True,https://harmanapps.com/bezelye-fiyati/kocaeli,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,üzüm fiyatları 2026,8,2,False,https://harmanapps.com/uzum-fiyati,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
harmanapps.com,istanbul sebze hali fiyatları,3,8,True,https://harmanapps.com/hal-borsa-fiyatlari/istanbul,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
harmanapps.com,üzüm fiyatları,2,,True,https://harmanapps.com/uzum-fiyati,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
harmanapps.com,2026 üzüm fiyatları,4,2,False,https://harmanapps.com/uzum-fiyati,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
harmanapps.com,ankara meyve sebze hali fiyatları,2,4,True,https://harmanapps.com/hal-borsa-fiyatlari/ankara,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hatay.bel.tr,limon fiyatları,20,5,False,https://hatay.bel.tr/hal-fiyatlari,5.85,4838,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
hepsiburada.com,limon fiyatları,14,5,False,https://www.hepsiburada.com/meyveler-c-60006235?filtreler=turu%3ALimon,5.85,4838,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
hepsiburada.com,konya hal fiyatları,8,18,True,https://www.hepsiburada.com/konya-hali-x-s65829,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hepsiburada.com,salçalık domates fiyatları,12,,True,https://www.hepsiburada.com/salcalik-domates-x-s53996,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
hepsiburada.com,soğan fiyatları,15,4,False,https://www.hepsiburada.com/sebzeler-c-60006433?filtreler=turu%3ASo%E2%82%ACC4%E2%82%AC9Fan,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
hepsiburada.com,nar fiyatları 2026,7,2,False,https://www.hepsiburada.com/meyveler-c-60006235?filtreler=turu:Nar,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
hurriyet.com.tr,patates fiyatları,11,4,False,https://www.hurriyet.com.tr/haberleri/patates-fiyatlari,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
hurriyet.com.tr,bursa hal fiyatları,16,11,False,https://www.hurriyet.com.tr/yerel-haberler/bursa/merkez/hal-giris-ucretleri-guncellendi-41106196,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
iha.com.tr,adana limon fiyatları,8,6,False,https://www.iha.com.tr/adana-haberleri/adanada-limonun-fiyatini-dusurecek-hasat-basladi-104860856,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
iha.com.tr,adana mayer limon fiyatları,6,,True,https://www.iha.com.tr/adana-haberleri/limon-bahcede-8-market-ve-pazarda-25-lira-118831865,7.84,1358,/urun/limon-mayer,Mevcut Mayer sayfasında Adana veri kapsamını açıklayan içerik; yerel seri tamamlanınca şehir sayfası.
ilkaykoenec.com,hal fiyatları,14,12,False,https://www.ilkaykoenec.com/tr/trimmobilienpreisefrankurt,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
ilkha.com,mersin hal fiyatları,18,9,False,https://ilkha.com/guncel/sanliurfa-da-pazarci-esnafi-fiyatlari-degerlendirdi-527607,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
ispark.istanbul,bayrampaşa hal fiyatları,11,13,True,https://ispark.istanbul/park/795AE73E-122C-4DBA-A5A5-DC0ACA97ED39,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
ispark.istanbul,bayrampaşa meyve sebze hali fiyat listesi,5,,True,https://ispark.istanbul/park/489CC7A9-4855-4088-A2CF-C41C3CD24B2B,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
ispark.istanbul,istanbul sebze hali fiyatları,18,8,False,https://ispark.istanbul/park/489CC7A9-4855-4088-A2CF-C41C3CD24B2B,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
isparta.bel.tr,istanbul hal fiyatları,19,3,False,https://www.isparta.bel.tr/hal-meyve-ve-sebze-fiyatlari,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
itb.org.tr,üzüm fiyatları,1,,True,https://itb.org.tr/UzumSalonu,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
itb.org.tr,2026 üzüm fiyatları,7,2,False,https://itb.org.tr/UzumSalonu,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
kahramanmaras.bel.tr,kahramanmaraş hal fiyatları,1,4,True,https://kahramanmaras.bel.tr/hal-sebze-ve-meyve-fiyatlari,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kanal46.com,kahramanmaraş hal fiyatları,15,4,False,https://www.kanal46.com/kahramamaras-hal-fiyatlari-sasirtti,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kanalmaras.com,kahramanmaraş hal fiyatları,8,4,False,https://www.kanalmaras.com/kahramanmarasta-hal-fiyatlari-belli-oldu-en-pahali-urun-sasirtti,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kaptangazetesi.com.tr,istanbul hal fiyatları,14,3,False,https://www.kaptangazetesi.com.tr/adalar/istanbulda-guncel-hal-fiyatlari/6009/,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
karekod.org,bursa hal fiyatları,2,11,True,https://www.karekod.org/blog/bursa-hal-fiyatlari/,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
karekod.org,bayrampaşa hal fiyatları,15,13,False,https://www.karekod.org/blog/hal-fiyatlari/,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
kastamonu.edu.tr,patates fiyatları,18,4,False,https://kastamonu.edu.tr/tr/yemeklistesi,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
kayisicenter.com,üzüm fiyatları,15,,True,https://www.kayisicenter.com/kategori/kuru-uzum,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
kayseri.bel.tr,hal fiyatları,9,12,True,https://www.kayseri.bel.tr/hal-fiyatlari,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
kayseri.bel.tr,ankara hal fiyatları,12,10,False,https://www.kayseri.bel.tr/hal-fiyatlari,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayseri.bel.tr,kayseri hal fiyatları,1,8,True,https://www.kayseri.bel.tr/hal-fiyatlari,6.22,2306,/hal/kayseri-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayseri.bel.tr,mersin hal fiyatları,12,9,False,https://www.kayseri.bel.tr/hal-fiyatlari,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
kayseri.bel.tr,salçalık domates fiyatları,8,,True,https://www.kayseri.bel.tr/hal-fiyatlari,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
kayseri.bel.tr,denizli hal fiyatları,20,6,False,https://www.kayseri.bel.tr/hal-fiyatlari,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayseri.bel.tr,gaziantep hal fiyatları,16,4,False,https://www.kayseri.bel.tr/hal-fiyatlari,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayseri.bel.tr,kocaeli hal fiyatları,19,,True,https://www.kayseri.bel.tr/hal-fiyatlari,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayseri.bel.tr,ankara meyve sebze hali fiyatları,12,4,False,https://www.kayseri.bel.tr/hal-fiyatlari,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayserianadoluhaber.com.tr,kayseri hal fiyatları,9,8,False,https://www.kayserianadoluhaber.com.tr/kayseri-hal-fiyatlari-bu-hafta-dustu-7-urunde-buyuk-indirim/160971,6.22,2306,/hal/kayseri-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayserihaber.com.tr,kayseri hal fiyatları,7,8,True,https://kayserihaber.com.tr/haber/kayseri_guncel_hal_fiyatlari_7_temmuz-81747,6.22,2306,/hal/kayseri-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayserihal.tr,kayseri hal fiyatları,2,8,True,https://kayserihal.tr/fiyat-listesi,6.22,2306,/hal/kayseri-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kayserihal.tr,salçalık domates fiyatları,10,,True,https://kayserihal.tr/fiyat-listesi,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
kmtb.org.tr,kahramanmaraş hal fiyatları,3,4,True,https://kmtb.org.tr/member-list.php?i=16,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kocaeli.bel.tr,hal fiyatları,11,12,True,https://www.kocaeli.bel.tr/hal-fiyatlari/,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
kocaeli.bel.tr,kocaeli hal fiyatları,1,,True,https://www.kocaeli.bel.tr/hal-fiyatlari/,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kocaeligazetesi.com.tr,kocaeli hal fiyatları,14,,True,https://www.kocaeligazetesi.com.tr/haber/1379858/halde-sebze-ve-meyve-fiyatlari,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
konhaber.com,konya hal fiyatları,10,18,True,https://www.konhaber.com/etiket-konya%20hal%20fiyatlar%C4%B1,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
konya.bel.tr,hal fiyatları,7,12,True,https://www.konya.bel.tr/hal-fiyatlari,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
konya.bel.tr,ankara hal fiyatları,5,10,True,https://www.konya.bel.tr/hal-fiyatlari,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
konya.bel.tr,konya hal fiyatları,1,18,True,https://www.konya.bel.tr/hal-fiyatlari,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
konya.bel.tr,bursa hal fiyatları,17,11,False,https://www.konya.bel.tr/hal-fiyatlari,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
konya.bel.tr,ankara meyve sebze hali fiyatları,7,4,False,https://www.konya.bel.tr/hal-fiyatlari,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
kurumsal.trabzon.bel.tr,hal fiyatları,5,12,True,https://kurumsal.trabzon.bel.tr/halurunfiyatlari,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
kurumsal.trabzon.bel.tr,bayrampaşa meyve sebze hali fiyat listesi,14,,True,https://kurumsal.trabzon.bel.tr/halurunfiyatlari,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
kurumsal.trabzon.bel.tr,ankara meyve sebze hali fiyatları,14,4,False,https://kurumsal.trabzon.bel.tr/halurunfiyatlari,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
lcw.com,mersin limon fiyatları,19,3,False,https://www.lcw.com/marka/lcw-home-b-307,6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
makbul.com,üzüm fiyatları,7,,True,https://www.makbul.com/urun/detay/genel/cekirdeksiz-izmir-uzum-kg/129,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
manisa.bel.tr,salçalık domates fiyatları,15,,True,https://www.manisa.bel.tr/apps/sebzemeyvehali/GosterimAy.aspx,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
manisamansetgazetesi.com,2026 üzüm fiyatları,19,2,False,https://www.manisamansetgazetesi.com/manisa-haberleri/uzum-ureticisinde-buyuk-hayal-kirikligi-maliyet-93-lira-fiyat-80-lira/620670,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
mansetiz.com,üzüm fiyatları 2026,11,2,False,https://www.mansetiz.com/taris-2026-kuru-uzum-alim-fiyatini-acikladi,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
marasbugun.com.tr,kahramanmaraş hal fiyatları,6,4,False,https://www.marasbugun.com.tr/kahramanmarasta-guncel-sebze-ve-meyve-hal-fiyatlari,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
marasgurme.com,üzüm fiyatları,13,,True,https://www.marasgurme.com/kategori/cekirdekli-siyah-kuru-uzum,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
marasmanset.com,2026 üzüm fiyatları,12,2,False,https://www.marasmanset.com/2026-yili-kahramanmarasta-uzum-pekmezi-fiyatlari,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
marastanhaber.com.tr,kahramanmaraş hal fiyatları,16,4,False,https://www.marastanhaber.com.tr/kahramanmaras-hal-fiyatlari-2023-kahramanmaras-halinde-domates-fiyati-ne-kadar-iste-66923h.htm,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
medyayenigun.net,üzüm fiyatları 2026,6,2,False,https://www.medyayenigun.net/foto/28642144/uzum-fiyatlari-2026-ne-kadar-yas-ve-kuru-uzumun-kilosu-kac-tl,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
memurlar.net,kocaeli hal fiyatları,16,,True,https://www.memurlar.net/haber/260681/kocaeli-de-sebze-ve-meyve-fiyatlari.html,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
mersin.bel.tr,mersin limon fiyatları,12,3,False,https://www.mersin.bel.tr/hal-fiyatlari,6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
mersin.bel.tr,hal fiyatları,13,12,False,https://www.mersin.bel.tr/hal-fiyatlari,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
mersin.bel.tr,mersin hal fiyatları,2,9,True,https://www.mersin.bel.tr/hal-fiyatlari,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
mersin.bel.tr,ankara meyve sebze hali fiyatları,17,4,False,https://www.mersin.bel.tr/hal-fiyatlari,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
mersingazetesi.com,mersin limon fiyatları,6,3,False,https://mersingazetesi.com/index.php/2026/07/06/uretim-merkezi-mersinde-limonun-kilosu-75-tl/,6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
mersintb.org.tr,mersin hal fiyatları,14,9,False,https://mersintb.org.tr/gunlukFiyatlar/GUNLUK_FIYAT_LISTESI,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
mersinyasam.net,erdemli limon fiyatları,12,2,False,https://mersinyasam.net/tag/mersin-erdemli-limon-fiyatlari-mukerrem-tollu-erdemli-belediyesi/,5.71,985,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
metro-tr.com,adana limon fiyatları,15,6,False,https://www.metro-tr.com/urunlerimiz,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
meyvehos.com.tr,bayrampaşa meyve sebze hali fiyat listesi,13,,True,https://www.meyvehos.com.tr/iletisim/,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
migros.com.tr,limon fiyatları,7,5,False,https://www.migros.com.tr/limon-kg-p-19ff462,5.85,4838,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
migros.com.tr,adana limon fiyatları,19,6,False,https://www.migros.com.tr/,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
migros.com.tr,ankara hal fiyatları,17,10,False,https://www.migros.com.tr/meyve-sebze-c-2,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
migros.com.tr,patates fiyatları,8,4,False,https://www.migros.com.tr/patates-sogan-sarimsak-c-3f6,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
migros.com.tr,salçalık domates fiyatları,2,,True,https://www.migros.com.tr/domates-tarla-rio-salcalik-kg-p-1ac7787,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
migros.com.tr,soğan fiyatları,8,4,False,https://www.migros.com.tr/sogan-kuru-dokme-kg-p-1b1a7a0,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
migros.com.tr,nar fiyatları 2026,11,2,False,https://www.migros.com.tr/nar-kg-p-1a06990,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
migros.com.tr,üzüm fiyatları,10,,True,https://www.migros.com.tr/uzum-cekirdeksiz-kg-p-1a10da0,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
milletgazetesi27.com,gaziantep hal fiyatları,6,4,False,https://www.milletgazetesi27.com/haber-gaziantepte-gunun-hal-fiyatlari-belli-oldu-4734.html,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
milligazete.com.tr,2026 üzüm fiyatları,9,2,False,https://www.milligazete.com.tr/ciftcinin-bekledigi-haber-geldi-taris-2026-yili-kuru-uzum-avans-fiyatlari-belli-oldu,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
n11.com,üzüm fiyatları 2026,12,2,False,https://www.n11.com/supermarket?q=kuru+%C3%BCz%C3%BCm,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
nobetcigazete.com,adana limon fiyatları,14,6,False,https://www.nobetcigazete.com/adana-salgami-avrupa-birliginden-cografi-isaret-tescili-aldi,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
ntv.com.tr,mersin limon fiyatları,14,3,False,https://www.ntv.com.tr/galeri/yerel-haberler/limon-deposunda-hasadin-sonuna-gelindi-kilosu-35-liradan-basliyor-1715919,6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
ntv.com.tr,salçalık domates fiyatları,5,,True,"https://www.ntv.com.tr/ntvpara/salcalik-domates-fiyatlari-artti,r0cJhWj5uEaFJIFT6MQ9wQ",7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
nuribeyciftligi.com,adana mayer limon fiyatları,19,,True,https://nuribeyciftligi.com/yas-meyve,7.84,1358,/urun/limon-mayer,Mevcut Mayer sayfasında Adana veri kapsamını açıklayan içerik; yerel seri tamamlanınca şehir sayfası.
odatv.com,limon piyasası,11,6,False,https://www.odatv.com/ekonomi/limon-kilosu-ne-kadar-oldu-limon-fiyatlari-neden-artti-120050508,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
oisbuis.com,bursa hal fiyatları,13,11,False,https://www.oisbuis.com/fiyatlar/bursa-hal-fiyatlari-guncel-meyve-ve-sebze-fiyati.html,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
okatalog.com,nar fiyatları 2026,5,2,False,https://www.okatalog.com/bim-nar-aktuel,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
okatalog.com,üzüm fiyatları 2026,7,2,False,https://www.okatalog.com/uzum-aktuel-urun-fiyatlari,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
okatalog.com,2026 üzüm fiyatları,15,2,False,https://www.okatalog.com/uzum-aktuel-urun-fiyatlari,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
olaymedya.com,gaziantep hal fiyatları,9,4,False,https://www.olaymedya.com/ekonomi/17404957/gaziantep-25-nisan-2025-hal-fiyatlari-aciklandi-sebze-ve-meyvede-guncel-durum,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
oncudoner.com,patates fiyatları,19,4,False,https://www.oncudoner.com/,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
ozgurleblebi.com,üzüm fiyatları,6,,True,https://www.ozgurleblebi.com/Kuru-uzum,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
